id	text
1911	« я видеть вронский и не сказать он
1912	выбрать один минута молчание левин встать желать избавиться хоть на минута от мучительный чувство и сказать что пойти привести жена
1913	отчего же и не правда » – думать он
1914	– к дарья александр вы хотеть ехать – как бы понимать сказать горничная
1915	он неверующий стать молиться и в тот минута как молиться верить
1916	– поехать с этот же записка в деревня к графин вронский знаешь
1917	– не милый а прелесть такой какой не бывать
1918	взглянуть из окно она увидать он коляска
1919	у он работать ум … – мочь быть
1920	– разве кто-нибудь оспаривать твой право
1921	она сказать это так что сергей иван мочь слышать она что один очевидно хотеть
1922	очевидно он совершенно быть весь равно к что привести он рассуждение он нужный быть только процесс рассуждение
1923	– нет вы уж так сделать как я говорить – сказать он улыбка смягчать замечание и кратко объяснить как он понимать дело отодвинуть бумага и сказать – так и сделать
1924	но затеять имя дело тем более занимать он
1925	она сказать он « ты » и он с благодарность взглянуть на нея и тронуться чтобы взять она рука но она с отвращение отстраниться от он
1926	не знать когда он можно быть выехать из москва сергей иван не телеграфировать брат чтобы высылать за он
1927	он теперь овладеть себя и мочь говорить и он многий нужно быть сказать она
1928	– но человек мочь чувствовать себя неспособный иногда подняться на этот высота – сказать степан аркадьй чувствовать что он кривить душа признавать религиоэный высота но вместе с тем не решаться признаться в свой свободомыслие перед особа который один слово поморский мочь доставить он желаемый место
1929	– я писать и вы и сергей иван что я вы не знать и не хотеть знать
1930	о они много говорить и к он готовиться
1931	она знать что не вернуться более сюда
1932	в город же он постоянно казаться беспокойный и настороже как будто бояться чтобы кто-нибудь не обидеть он и главный она
1933	что – он не видеть и не понимать и не хотеть видеть и понимать
1934	он забыть весь то что он думать о свой картина прежде в тот три год когда он писать она он забыть весь тот она достоинство который быть для он несомненный – он видеть картина они равнодушный посторонний новый взгляд и не видеть в она ничто хороший
1935	она не мочь понять теперь как она мочь унизиться до тот чтобы пробыть целый день с он в он дом
1936	я никак не думать что это так интересно
1937	алексей александр войти в спальня и подойти к кровать
1938	– я некогда быть я очень занятый – сухо ответить алексей александр
1939	и я от весь душа пытаться
1940	левин ждать только поставка пшеница чтобы получить деньга и ехать за граница
1941	она сидеть у окно глядеть на долли и перебирать в память весь тот казаться неистощимый запас задушевный разговор и не находить ничто
1942	n'est напротив … дарья александр заметить что в это место свой объяснение он путать и не понимать хорошенько это отступление но чувствовать что раз начать говорить о свой задушевный отношение о который он не мочь говорить с анна он теперь высказывать весь и что вопрос о он деятельность в деревня находиться в тот же отдел задушевный мысль как и вопрос о он отношение к анне
1943	окончить смывание вронский подсесть к серпуховский
1944	он говорить и смотреть на она смеяться страшный теперь для он свой непроницаемость глаз и говорить чувствовать весь бесполезность и праздность свой слово
1945	– да если ты так хотеться я узнавать прежде о она и сам подойти – отвечать мать
1946	он сказать то самый что желать она душить но что она бояться рассудок
1947	– и я так хорошо теперь
1948	я весь готовый сделать для тот чтобы ты быть счастливый – говорить он тронутый она отчаяние – что же я не сделать чтоб избавить ты от горе какой-то как теперь анна
1949	сделать большой круг по газетный переулок и кисловка он вернуться опять в гостиница и положить пред себя часы сесть ожидать двенадцать
1950	а оно придумать после и начать без план
1951	– так быть у графиня поль сударь
1952	нужно быть позаботиться о удобство пригласить свояченица с ребёнок и жена с ребёнок и нельзя быть не быть с они хоть малый часть день
1953	и ясность с котора она видеть теперь свой и весь человек жизнь радовать она
1954	левин слеза с лошадь и привязать она у дорога сойтись с тит который достать из куст два кос подать она
1955	– сказать он краснеть и должный быть обратиться к подойти сергей иван
1956	как ни хорошо она быть настроить упоминание о поездка на дача к матерь кольнуть она
1957	весь она распоряжение надо быть изменять так как они быть неисполнимый и изменяться они корней камердинер алексей александр который незаметно для весь повести теперь весь дом каренин и спокойно и осторожно в время одевание барин докладывать он что быть нужно
1958	– да вот уж два год
1959	в комитет дело это послужить повод к пререкание несколько министерство
1960	левин достать из коляска свой провизия пригласить с себя старик напиться чай
1961	если бы ты знать как я близкий к несчастие в этот минута как я бояться бояться себя
1962	алексей александр не мочь равнодушно слышать и видеть слеза ребёнок или женщина
1963	я ждать что как сюрприз распуститься в я новое приятный чувство
1964	– j'en – улыбаться отвечать он опускать палец в жилетный карман
1965	он же чувствовать то что должный чувствовать убийца когда видеть тело лишить имя жизнь
1966	левин не одобрять это всего он не верить чтоб из это выйти какой-нибудь польза для больной
1967	– здесь лошадь ма-к … мак … никогда не мочь выговорить это имя – сказать англичанин через плечо указывать больший с грязный ноготь палец на денник гладиатор
1968	« как они догадаться что помощь именно помощь
1969	– решительно ничто не понимать – сказать анна пожимать плечо
1970	ты мучиться он мучиться и что же мочь выйти из это
1971	он не понимать что я твой жена что он чужой что он лишний … не быть не быть говорить … – ты не право и не право мой друг – сказать вронский стараться успокоить она
1972	весь идти хорошо и дом но за завтрак гриша стать свистать и что быть худой всего не послушаться англичанка и быть оставить без сладкое пирог
1973	а ты доставлять удовольствие смотреть на тереза в костюм ева … – опять опять дьявол
1974	левин не быть дом когда катавас и сергей иван на тарантасик взять на станция запылить как арап в двенадцать час день подъехать к крыльцо покровский дом
1975	нельзя быть ни о чем начать говорить чтобы разговор не свернуться на алексей александр никуда нельзя быть поехать чтобы не встретить он
1976	« если так то это несчастие » – говорить этот он взгляд
1977	я прожить длинный жизнь и теперь в один раз встретить в вы то что искать
1978	обойти творило из который рабочий набирать извёстка он остановиться с архитектор и что-то горячо стать говорить
1979	дом уже бросать тень чрез весь улица и быть ясный ещё тёплый на солнце вечер
1980	теперь у они оба быть один мысль – болезнь и близкостя смерть николай подавлять весь остальной
1981	небо поголубеть и просиять и с той же нежность но и с той же недосягаемость отвечать на он вопрошать взгляд
1982	– надо доктор попросить осмотреть кормилица – сказать алексей александр
1983	кто-то ехать » – подумать он услыхать бубенец и поднять голова
1984	– ну позволить … во-первых пункт медицинский понадобиться
1985	остаться один и вспоминать разговор этот холостяк левин ещё раз спросить себя есть ли у он в душа это чувство сожаление о свой свобода о который они говорить
1986	– да и что ты сто'ит – два день
1987	– ты знаешь отчего кить не приехать обедать
1988	с смешанный чувство досада что никуда не уйти от знакомый и желание найти хоть какой-нибудь развлечение от однообразие свой жизнь вронский ещё раз оглянуться на отойти и остановиться господин и в один и то же время у оба просветлеть глаз
1989	– проговорить он с слеза злоба в голос
1990	это быть вронский с жокей весловский и анна верхами и княжна варвар с свияжский в шарабан
1991	из всего евангелия только и помнить этот слово
1992	– равнодушно сказать алексей александр и поднять бровь пройти в гостиный
1993	и недовольный себя за то что не выдержать характер
1994	опять отрицательно » сквозь сон он услыхать смех и весёлый говор весловский и степан аркадьй
1995	ты хотеть спросить про она имя
1996	– ах у вы свой горе много
1997	– я радоваться потому что это не мочь никак не мочь оставаться так как он предполагать
1998	как вы просто не жалко я когда вы знаете … – что я знать
1999	очень благодарить вы – обратиться она к молодой швед
2000	он стараться весь время не слышать этот разговор о способ пеленание будущее ребёнок стараться отворачиваться и не видеть какой-то таинственный бесконечный вязаный полоса какой-то полотняный треугольничек который приписывать особенный важность долли и том плата
2001	ведь вы кажется мировой земство заниматься и вы нельзя надолго
2002	я это не понимать но это так
2003	а он весь большой и большой хотеть уйти от я
2004	– я думать у ты есть кто-то
2005	она не быть так беззаботный и весёлый как прежде но она быть спокойный и московский горесть она стать воспоминание
2006	« ах если бы кто-нибудь приятный человек с кто бы поговорить » – подумать он
2007	львов быть дом и левин без доклад войти к он
2008	забыть весь страдание и восторг который он пережить с этой картина когда она несколько месяц один неотступно день и ночь занимать он забыть как он всегда забывать про окончить картина
2009	она не слышать он слово и ничто не отвечать
2010	– я только хотеть сказать что тот право который я … мой интерес затрагивать я быть всегда защищать весь сила что когда у мы у студент делать обыск и читать наш письмо жандарм я готовый весь сила защищать этот право защищать мой право образование свобода
2011	после обед и я сказать не худой
2012	– слушать-с – ответить василий и взяться за голова лошадь
2013	когда василий подойти левин велеть он отвесть лошадь на рубеж
2014	– проговорить долли стараться уловить он избегать она взгляд
2015	это левин уже не мочь выдержать он решительно вырвать у он из рука пузырёк и побежалый в большой стеклянный дверь
2016	он быть горько он быть стыдно но вместе с это горе и стыд он испытывать радость и умиление пред высота свой смирение
2017	он живо вспомнить чёрный плутовской глаз и она улыбка
2018	в то время как он подходить к она красивый глаз он особенно нежно заблестеть и с чуть заметный счастливый и скромно-торжествовать улыбка так показаться левин почтительно и осторожно наклонясь над нея он протянуть она свой небольшой но широкий рука
2019	– что ребята спать видно не быть
2020	сергей иван ходить ряд с она и не переставать любоваться она
2021	он как человек с очень добрый сердце сердиться редко но когда сердиться и когда у он дрожать подбородок то как это и знать александр вронский он быть опасный
2022	ну рассказать же я про нея
2023	он опуститься на колено и хотеть видеть она лицо но она прятать он и ничто не говорить
2024	– тоже приходить он в голова
2025	он очевидно без маленький усилие избегать весь разговор который мочь бы повесть к неловкость
2026	– сколько раз ты приказать сейчас же докладывать
2027	а знание это я не приобрести ничто но оно дать я вместе с весь дать потому что я ниоткуда не мочь взять он
2028	– ты знаешь я удалить этот женщина
2029	я верить верить ты … так что ты говорить
2030	– ну дарья александр вы я извинить – сказать он вставать
2031	так когда же ты думать ехать
2032	« приезжать бог милостивый » – писать она
2033	он очнуться в тот минута как голос графиня лидий иван сказать « он спать »
2034	средневековый итальянский жизнь в последний время так прельстить вронский что он даже шляпа и плед через плечо сжать носить по-средневековск что очень идти к он
2035	чувство это теперь быть ещё сильный чем прежде ещё менее чем прежде он чувствовать себя способный понять смысл смерть и ещё ужасный представляться он она неизбежность но теперь благодаря близость жена чувство это не приводить он в отчаяние он несмотря на смерть чувствовать необходимость жить и любить
2036	да я озаботить но кроме тот я это весь стеснять – сказать он
2037	губернский предводитель несмотря на то что он чувствовать в воздух приготовлять он подвох и несмотря на то что не весь просить он всё-таки решиться баллотироваться
2038	– он уезжать – отвечать варенек
2039	я приехать сказать вы что это должный кончиться
2040	она надеяться что это свидание изменить они положение и спасти она
2041	– алексей александр открыть он лицо
2042	я это растолковать как только война то имя вдвое доход
2043	теперь или никогда надо быть объясниться это чувствовать и сергей иван
2044	князь приподнять шляпа и отойти с дочь
2045	– что вы хотеть от я
2046	левин подать он свой и сердито замахать жена чтоб она уйти
2047	а вера – не вера – я не знать что это такой – но чувство это так же незаметно войти страдание и твёрдо засесть в душа
2048	– старый знакомый – сказать анна на аннушка
2049	левин не расслушать тот что сказать священник
2050	– сказать сергей иван очевидно не желать продолжать разговор о варенька
2051	– вот это самый я и говорить – сказать она умышленно не понимать ирония он тон и спокойно заворачивать длинный душистый перчатка
2052	один из помощник не вставать прищуриться сердито обратиться к алексей александр – что вы угодный
2053	пить тост тоже полушутливый и за новое губернский предводитель и за губернатор и за директор банка и за « любезный наш хозяин »
2054	часть шесть дарья александр проводить лето с ребёнок в покровский у сестра свой кить левин
2055	в этот цинический слово быть и доля правда
2056	когда он увидать весь это на он найти на минута сомнение в возможность устроить тот новый жизнь о который он мечтать дорогой
2057	– я бояться что ты холодный быть наверху – заметить долли обращаться к анне – я хотеться перевести ты вниз и мы близкий быть
2058	– вы я не утешать барыня
2059	« я ошибиться связать свой жизнь с нея но в ошибка мой нет ничто дурной и потому я не мочь быть несчастливый
2060	– ни один – сказать сергей иван
2061	стать быть весь конченый – повторить она сказать она слово – и надо кончить »
2062	– что ж верно ушибиться когда упасть
2063	но быть один важный и радостный событие отелиться пава хороший дорогой купить с выставка корова
2064	вронский стоялый в просторный и чистый разгороженно надвое чухонский изба
2065	знаток пускание полковник сестрин начинать уже сердиться когда наконец в четыре раз крикнуть « пойти » – и ездок тронуться
2066	кить улыбнуться и здесь на бал взглянуть на нея в зеркало
2067	грибов набрать целовать корзинка даже лить найти берёзовый гриб
2068	– спросить он улыбаться и вставать
2069	ты я думать голодный как волк
2070	он знать весь трудность связанный с это дело но он сказать что сделать это и теперь он должный исполнить угроза
2071	левин который давно занимать мысль о тот чтобы помирить брат хотя перед смерть писать брат сергей иван и получить от он ответ прочесть это письмо больной
2072	так как время дачный сезон кончаться я просить бы вы переехать в петербург как можно скорее не поздний вторник
2073	– нет правда правда … теперь – чтоб быть искренний прибавить вронский
2074	– почему же мы не искать с свой сторона
2075	нет как ни говорить дурной женщина
2076	убедиться в тот что сделать промах левин оглянуться и увидать что лошадь с каток уже не на дорога а в болото
2077	– а затем ты знать вронский что это один из твой конкурент
2078	он поцеловать ваш ручка и весь кончиться благополучно – отвечать вронский
2079	– я хотеть именно просить вы поговорить он что она она указать на кить невозможно оставаться здесь а непременно надо приехать в москва
2080	он не испытывать тот стыд который обыкновенно мучалый он после падение и он мочь сметь смотреть в глаз человек
2081	– говорить она себя вникать в он испуганный и вместе обрадовать взгляд
2082	он встать и направиться к дверь
2083	теперь же он рад быть уехать и от соседство щербацкий и главный от хозяйство именно на охота который в весь горесть служилый он хороший утешение
2084	не успеть на он глаз совершиться один тайна смерть остаться неразгаданный как возникнуть другой столь же неразгаданный вызывать к любовь и жизнь
2085	дарья александр прямо вытянуться на стул с страдальчески-сочувствовать лицшм следить поворачивать голова за ходить анна
2086	отвечать она и не расстраиваться пред езда
2087	– вы и в зал входить танцевать – прибавить она
2088	– убираться – сказать вронский надевать подавать лакей сюртук
2089	ах няня какой вы скучный ну после чепчик завязать
2090	дорога – не хороший и не мочь быть хороший лошадь мой везти я и по дурной
2091	в это время ещё дама войти в комната и левин встать
2092	не то что умный но сердечный удивительно
2093	жена не выходить из свой комната муж три день не быть дом
2094	– сказать солдат стащить наконец с почернеть чулок намокнуть сапог
2095	– да бежать и я сделаться ваша любовница
2096	ещё в тот самый минута как он уходить я хотеть воротить он и сказать он но раздумать потому что быть странно почему я не сказать он в один минута
2097	– сказать голенищев тоже очевидно искренно подпасть под прелесть картина
2098	« да он весь знать весь понимать и этот слово говорить я что хотя и стыдно а надо пережить свой стыд »
2099	– попомнить мой слово не приехать – сказать старый княгиня
2100	а я не мочь жить без это
2101	– вот в это я признаться ты завидовать
2102	– я велеть соколов продать пшеница и за мельница взять вперёд
2103	– так хороший вы не ходить … и вы понимать вы не обижаться … – и поделом я и поделом я
2104	– она подняться и взять в рука переплести сафьянный книга
2105	когда бы в университет я сказать что другой понимать интегральный вычисление а я не понимать – тут самолюбие
2106	« верно так надо » – подумать он и продолжать сидеть
2107	он погладить она и она тут же у нога он свернуться кольцо положить голова на высунуться задний лапа
2108	ты считать вронский аристократ но я нет
2109	– я очень жаль что ты не быть – сказать она
2110	мать отстранить он от себя чтобы понять то ли он думать что говорить и в испуганный выражение он лицо она прочесть что он не только говорить о отец но как бы спрашивать она как он надо о отец думать
2111	он не мочь уже думать о самый вопрос смерть но невольно он приходить мысль о тот что теперь сейчас прийтись он делать закрывать глаз одевать заказывать гроб
2112	– вот так вот это хороший – говорить она пожимать сильный движение он рука
2113	и мочь себя представить – говорить она шёпотом – он так жалко стать она что он остаться и стать помогать она ходить за ребёнок
2114	– а знаешь ты себя наделать беда – сказать степан аркадьй найти фуражка и вставать
2115	– где же с работник вести дело
2116	я это ждать » – сказать она себя с злой усмешка
2117	кить смотреть на дверь сбираться с сила чтобы не покраснеть при вход константин левин
2118	– то ты неприятно что я скучный то ты неприятно что я весёлый
2119	они слышать и они знать и помнить за граница
2120	– прежде чем начать говорить о мыть дело – сказать алексей александр удивлённо проследить глаз за движение адвокат – я должный заметить что дело о который я иметь говорить с вы должный быть тайна
2121	долли видеть что она теперь вполне уже оправиться от тот впечатление который произвести на нея приезд и взять на себя тот поверхностный равнодушный тон при который как будто дверь в тот отдел где находиться она чувство и задушевный мысль быть запереть
2122	– да дать я она девочка дать
2123	она велеть принести ужинать сам разобрать вещий сам помочь стлать постель и не забыть обсыпать они персидский порошок
2124	отсюда я чувствовать они а если я двинуться вперёд я ничто не понять где они и кто они »
2125	нет нужный партия власть человек независимый как ты и я
2126	ты такой чистота что … – он взять она рука и не поцеловать целовать она рука в этот близость смерть он казалось непристойный а только пожать она с виноватый выражение глядеть в она просветлеть глаз
2127	она высвободить письмо и стать читать с конец
2128	анна аркадий нездоровый весь – недовольный сказать няня
2129	как ни сильно желать анна свидание с сын как ни давно думать о тот и готовиться к тот она никак не ожидать чтоб это свидание так сильно подействовать на нея
2130	княжна варвар быть тётка она муж и она давно знать она и не уважать
2131	– ну что вы совершенно здоровый
2132	вечер пройти счастливо и весело при княжна варвар который жаловаться он что анна без он принимать морфин
2133	– ну идти идти и я сейчас прийти к ты – сказать сергей иван покачивать голова глядеть на брат
2134	стараться не торопиться и не горячиться назвать имя доктор и акушерка и объяснить для что нужный опиум левин стать убеждать он
2135	и вдруг исчезнуть весь надежда и в окружающий он и в немой самый
2136	великий княгиня попросить подать себя каска – он не давать
2137	облонский идти подле он что-то оживлённо говорить
2138	да смотреть же ничто не переменять в дом но скорее жениться и опять завести то же что быть
2139	– вы вступать в пора жизнь – продолжать священник – когда надо избрать путь и держаться он
2140	ласка весело бежать впереди по тропинка левин идти за нея быстрый лёгкое шагом беспрестанно поглядывать на небо
2141	– я вы воображать на бал в лиловый
2142	« то и прелестно – думать он возвращаться от щербацкий и выносить от они как и всегда приятный чувство чистота и свежесть происходить отчасти и оттого что он не курить целый вечер и вместе новое чувство умиление пред она к себя любовь – то и прелестно что ничто не сказать ни я ни она но мы так понимать друг друг в это невидимый разговор взгляд и интонация что нынче ясный чем когда-нибудь она сказать я что любить
2143	– ну что ваш бедный сестра
2144	какой я дело быть до чужое человек
2145	он быть как и всегда спокойный и важный и сам держать за оба повод лошадь стоя пред нея
2146	никто кроме самый близкие человек к алексей александр не знать что этот с вид самый холодный и рассудительный человек иметь один противоречить общий склад он характер слабость
2147	портной хотеть посадить и другой тоже непременно грозить посадить
2148	– сказать он наконец глухой голос
2149	но она не слушать он и ни с чем не соглашаться
2150	– ну всё-таки я сбегать к она
2151	– но ты я сказать про себя
2152	– я не переставать думать о тот же
2153	это понимать для естественник затруднительный выражение
2154	– знать ли он или нет – сказать вронский свой обычный твёрдый и спокойный тон – знать ли он или нет мы до это дело нет
2155	– да какой разнообразие положение весь этот человек отправляться туда – неопределённо сказать катавас желать высказать свой мнение и вместе с тем выведать мнение старичок
2156	– проговорить он шлёпать по неубраться вода сбиваться полный вода ботинка и подбегать к он
2157	– обратиться он к высунуться в дверь помощник но всё-таки встать сказать несколько слово и сесть опять
2158	– ты постараться войти в я стать на точка зрение деревенский житель
2159	в дело это быть замешать петрицкий который он любить и другой недавно поступить славный малый отличный товарищ молодая князь кедровый
2160	– какой нынче прекрасный день – прибавить он по свой привычка особенно налегать на слово « прекрасный »
2161	она выпустить он рука и прищуриться
2162	– сказать катавас и громко захохотать
2163	но потом вопрос настоящий стать сменяться вопрос ближний будущее
2164	он пройти в кабинет принимать дожидаться проситель и подписать некоторый бумага принести правитель дело
2165	маленький болотный птичка только на мгновение развлечь она
2166	константин левин вздохнуть оглядывать в это время комната мрачный и грязный
2167	увидать левин она улыбнуться и попросить он в следующий маленькая гостиный из который слышаться голос
2168	– сказать левин ударять себя по голов
2169	как же они с тот пора не быть в москва
2170	в середина он работа на он находить минута в время который он забывать то что делать он становиться легко и в этот же самый минута ряд он выходить почти так же ровена и хороший как и у тит
2171	– с турок – спокойно улыбаться отвечать сергей иван выпростать беспомощно двигать ножка почернеть от мёд пчела и ссаживать она с нож на крепкий осиновый листок
2172	она подойти к окно и видеть как он не глядеть взять перчатка и тронуть рука спин кучер что-то сказать он
2173	– с испуганный лицо спросить кить
2174	– я не пойти – сказать лиза улыбаться и подсаживаться к анне
2175	переодеться без торопливость он никогда не торопиться и не терять самообладание вронский велеть ехать к барак
2176	когда она думать о прошедшее она с удовольствие с нежность останавливаться на воспоминание свой отношение к левин
2177	и я знать что он она любимец но всё-таки видно что это рыцарь … ну например она рассказывать что он хотеть отдать весь состояние брат что он в детство ещё что-то необыкновенный сделать спасти женщина из вода
2178	– крикнуть степан аркадьй который из-за дым не видно быть
2179	он снять как и другой мужчина с разрешение дать сюртук и крупный красивый фигура он в белых рукав рубашка с румяный потный лицо и порывистый движение так и врезываться в память
2180	вронский войти в театр в половина девять
2181	я должный о дело в два рубль посылать поверить который стоить пятнадцать
2182	– он обернуться к кричать он что-то от телега парень
2183	перейти луг поперёк константин левин выйти на дорога и встретить старик с опухнуть глаз нести роёвня с пчела
2184	и чудный что вы о мужик заботиться
2185	кроме тот варенек заграничный приятельница кить исполнить свой обещание приехать к она когда кить быть замужем и гостить у свой друг
2186	– ты бы слушать я – с досада отвечать левин
2187	брат сергей иван посоветовать он прочесть богословский сочинение хомяков
